year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,6,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",745.00,307.00,96.57,12.31,42.45,0.26,155.41,18.00,0.00,30807.00,8760.00,1650.00,2308.00,35.00,18054.00
2024,6,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1182.00,353.00,124.25,11.80,45.80,0.39,170.75,26.00,0.00,30546.00,10299.00,1547.00,1973.00,54.00,16673.00
2024,6,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",754.00,318.00,96.40,10.24,45.03,0.87,165.46,21.00,2.00,30174.00,8374.00,1878.00,2712.00,68.00,17142.00
2024,6,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1566.00,557.00,130.97,17.75,136.76,0.63,270.88,39.00,7.00,46318.00,10401.00,2188.00,8581.00,25.00,25123.00
2024,6,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",355.00,142.00,43.27,6.93,15.50,1.36,74.94,11.00,0.00,9092.00,2741.00,829.00,788.00,62.00,4672.00
2024,6,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",10906.00,2785.00,705.53,133.38,571.09,8.31,1366.68,188.00,21.00,273921.00,91812.00,14447.00,33982.00,380.00,133300.00
2024,6,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2455.00,677.00,169.35,38.21,142.27,0.85,326.32,49.00,19.00,74861.00,26220.00,5180.00,6758.00,40.00,36663.00
2024,6,AA,American Airlines Network,DEN,"Denver, CO: Denver International",713.00,272.00,97.17,8.01,57.99,0.00,108.84,10.00,6.00,22408.00,7664.00,555.00,3242.00,0.00,10947.00
2024,6,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14670.00,4212.00,1098.72,247.86,801.04,12.83,2051.55,358.00,88.00,409579.00,130710.00,25474.00,38838.00,512.00,214045.00
2024,6,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",550.00,192.00,60.06,6.09,22.31,1.80,101.73,12.00,3.00,16328.00,5354.00,790.00,1269.00,159.00,8756.00
2024,6,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",608.00,266.00,61.08,11.92,86.50,1.39,105.11,27.00,9.00,20966.00,3886.00,1417.00,6066.00,100.00,9497.00
2024,6,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",469.00,156.00,49.25,6.16,24.39,1.44,74.77,26.00,1.00,12718.00,4121.00,518.00,1666.00,37.00,6376.00
2024,6,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",58.00,25.00,8.70,1.24,0.79,0.00,14.28,2.00,0.00,1652.00,385.00,139.00,45.00,0.00,1083.00
2024,6,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",681.00,268.00,97.53,9.32,40.70,0.60,119.85,18.00,6.00,24534.00,8572.00,1117.00,2745.00,35.00,12065.00
2024,6,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1135.00,347.00,96.92,17.22,117.93,0.29,114.64,28.00,13.00,38827.00,13526.00,2377.00,8623.00,14.00,14287.00
2024,6,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1109.00,379.00,128.42,11.65,52.02,1.07,185.84,19.00,2.00,29272.00,9295.00,759.00,1759.00,32.00,17427.00
2024,6,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2518.00,744.00,240.53,33.68,159.07,2.70,308.02,31.00,9.00,64451.00,24268.00,2887.00,6980.00,131.00,30185.00
2024,6,AA,American Airlines Network,LGA,"New York, NY: LaGuardia",1285.00,437.00,137.12,20.98,101.68,0.65,176.58,59.00,12.00,35292.00,8009.00,2532.00,7554.00,11.00,17186.00
2024,6,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1493.00,539.00,152.62,25.48,110.80,1.83,248.27,34.00,13.00,41169.00,10132.00,2809.00,7580.00,74.00,20574.00
2024,6,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4807.00,1369.00,431.02,54.70,309.80,7.61,565.87,235.00,23.00,141812.00,48256.00,7632.00,18429.00,323.00,67172.00
2024,6,AA,American Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",410.00,188.00,46.58,7.12,51.70,2.00,80.59,8.00,0.00,14403.00,3660.00,809.00,2285.00,59.00,7590.00
2024,6,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4731.00,1451.00,374.93,64.70,369.00,2.98,639.39,93.00,18.00,151772.00,47767.00,9539.00,21057.00,155.00,73254.00
2024,6,AA,American Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",4472.00,1263.00,356.29,55.01,330.28,2.39,519.02,143.00,25.00,123148.00,37483.00,7470.00,20220.00,88.00,57887.00
2024,6,AA,American Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4213.00,1000.00,342.92,32.29,128.08,5.83,490.88,42.00,4.00,98091.00,42861.00,3768.00,5262.00,195.00,46005.00
2024,6,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",801.00,276.00,90.07,8.87,60.34,1.91,114.81,14.00,1.00,20387.00,8006.00,769.00,2388.00,74.00,9150.00
2024,6,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",610.00,238.00,90.69,10.15,59.54,1.28,76.35,10.00,1.00,18532.00,6619.00,1465.00,3038.00,42.00,7368.00
2024,6,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",858.00,327.00,106.21,9.29,76.26,1.17,134.07,13.00,2.00,25525.00,8517.00,1800.00,3681.00,70.00,11457.00
2024,6,AA,American Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",304.00,133.00,46.14,2.21,12.63,0.76,71.26,7.00,1.00,10145.00,3647.00,163.00,644.00,22.00,5669.00
2024,6,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",1009.00,377.00,126.13,17.07,58.83,1.55,173.42,18.00,6.00,33129.00,11616.00,1542.00,2977.00,67.00,16927.00
2024,5,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",632.00,263.00,75.38,13.24,38.24,0.93,135.21,27.00,1.00,22449.00,5284.00,1729.00,2043.00,44.00,13349.00
2024,5,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1232.00,451.00,106.89,17.75,124.63,0.72,201.01,58.00,5.00,37374.00,8296.00,2057.00,7693.00,47.00,19281.00
2024,5,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",775.00,354.00,105.73,13.32,76.08,0.68,158.18,31.00,5.00,31528.00,11298.00,1527.00,3801.00,21.00,14881.00
2024,5,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1586.00,586.00,164.85,18.07,129.83,1.30,271.95,24.00,2.00,45374.00,12866.00,2744.00,6553.00,111.00,23100.00
2024,5,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",333.00,134.00,36.51,8.10,12.20,3.18,74.00,13.00,2.00,11118.00,2851.00,1161.00,563.00,192.00,6351.00
2024,5,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",11390.00,3631.00,818.36,169.76,900.26,8.98,1733.65,190.00,48.00,346104.00,115318.00,17932.00,44943.00,528.00,167383.00
2024,5,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2349.00,795.00,210.44,32.54,194.46,1.68,355.88,32.00,8.00,63834.00,18284.00,3621.00,8955.00,102.00,32872.00
2024,5,AA,American Airlines Network,DEN,"Denver, CO: Denver International",762.00,341.00,90.48,15.66,97.13,4.91,132.81,31.00,4.00,29270.00,9326.00,2239.00,4872.00,249.00,12584.00
2024,5,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14604.00,5115.00,1010.42,325.41,1685.74,9.34,2084.08,1135.00,192.00,589332.00,141366.00,64550.00,139958.00,411.00,243047.00
2024,5,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",539.00,216.00,61.97,9.11,28.41,0.64,115.87,25.00,1.00,18335.00,4908.00,938.00,1257.00,39.00,11193.00
2024,5,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",554.00,241.00,67.17,11.77,62.70,0.40,98.96,17.00,1.00,18929.00,5202.00,1474.00,3445.00,35.00,8773.00
2024,5,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",621.00,229.00,64.95,11.67,43.20,0.73,108.45,18.00,0.00,19154.00,5171.00,1178.00,2638.00,54.00,10113.00
2024,5,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",61.00,27.00,9.24,3.47,3.02,0.00,11.27,4.00,0.00,2183.00,563.00,301.00,167.00,0.00,1152.00
2024,5,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",654.00,310.00,81.95,17.69,80.30,0.04,130.02,37.00,8.00,28876.00,8956.00,1694.00,5208.00,6.00,13012.00
2024,5,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1229.00,349.00,120.51,11.36,83.00,0.09,134.04,14.00,5.00,34414.00,11362.00,1285.00,4393.00,6.00,17368.00
2024,5,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1227.00,512.00,142.90,21.89,140.11,0.43,206.66,34.00,3.00,40017.00,13207.00,3182.00,6045.00,44.00,17539.00
2024,5,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2650.00,933.00,283.26,32.90,314.55,5.13,297.15,43.00,5.00,82961.00,32648.00,3965.00,13578.00,328.00,32442.00
2024,5,AA,American Airlines Network,LGA,"New York, NY: LaGuardia",1519.00,535.00,159.83,26.06,131.92,1.56,215.62,40.00,8.00,43926.00,13646.00,2480.00,7797.00,102.00,19901.00
2024,5,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1535.00,557.00,146.26,23.51,125.26,2.59,259.38,28.00,8.00,42997.00,10296.00,3001.00,7331.00,196.00,22173.00
2024,5,AA,American Airlines Network,MIA,"Miami, FL: Miami International",5180.00,1412.00,411.79,48.87,367.18,12.32,571.84,65.00,13.00,146755.00,54718.00,7286.00,19090.00,476.00,65185.00
2024,5,AA,American Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",370.00,151.00,55.20,8.55,17.30,0.68,69.27,22.00,1.00,14341.00,5324.00,1043.00,848.00,32.00,7094.00
2024,5,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4485.00,1494.00,362.93,72.76,496.07,2.85,559.39,93.00,55.00,156131.00,42770.00,10898.00,31726.00,110.00,70627.00
2024,5,AA,American Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",3795.00,1108.00,340.09,40.16,194.21,5.33,528.21,36.00,3.00,121037.00,46117.00,5088.00,8955.00,239.00,60638.00
2024,5,AA,American Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4965.00,1385.00,427.17,54.85,305.65,4.33,593.00,59.00,4.00,141490.00,52795.00,7656.00,12260.00,127.00,68652.00
2024,5,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",770.00,331.00,116.93,15.59,78.14,1.42,118.91,24.00,0.00,23474.00,7355.00,1373.00,3245.00,99.00,11402.00
2024,5,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",479.00,216.00,75.42,14.08,51.74,1.61,73.15,26.00,2.00,17012.00,4971.00,1745.00,2892.00,109.00,7295.00
2024,5,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",911.00,491.00,123.59,17.95,195.42,0.70,153.35,25.00,3.00,39961.00,13887.00,2044.00,8987.00,31.00,15012.00
2024,5,AA,American Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",334.00,150.00,44.92,9.59,24.98,0.00,70.51,16.00,0.00,11148.00,3338.00,1334.00,1197.00,0.00,5279.00
2024,5,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",1165.00,432.00,122.02,17.03,84.29,0.76,207.89,29.00,7.00,35469.00,11821.00,1894.00,4539.00,21.00,17194.00
2024,4,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",577.00,174.00,67.47,4.94,29.25,0.17,72.17,4.00,0.00,13170.00,4939.00,457.00,1314.00,13.00,6447.00
2024,4,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1102.00,259.00,78.02,11.39,49.17,1.33,119.09,9.00,2.00,21502.00,7699.00,1207.00,2656.00,52.00,9888.00
2024,4,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",671.00,184.00,63.80,9.22,36.36,0.26,74.36,7.00,1.00,11577.00,4110.00,741.00,1312.00,14.00,5400.00
2024,4,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1356.00,363.00,106.49,10.50,81.40,1.21,163.40,9.00,2.00,26280.00,6853.00,1174.00,3537.00,133.00,14583.00
2024,4,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",307.00,104.00,35.99,3.63,16.92,0.00,47.46,3.00,2.00,5330.00,1654.00,305.00,704.00,0.00,2667.00
2024,4,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",10655.00,2207.00,569.41,40.87,567.35,4.61,1024.76,57.00,17.00,187086.00,68360.00,5185.00,19298.00,336.00,93907.00
2024,4,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2369.00,560.00,155.02,18.73,119.57,3.57,263.10,26.00,3.00,51015.00,16596.00,2786.00,4638.00,128.00,26867.00
2024,4,AA,American Airlines Network,DEN,"Denver, CO: Denver International",731.00,222.00,64.10,8.39,74.38,0.00,75.13,5.00,0.00,13056.00,4504.00,464.00,2514.00,0.00,5574.00
2024,4,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13269.00,3343.00,700.26,210.08,985.45,8.41,1438.80,270.00,77.00,312907.00,79064.00,30134.00,67816.00,280.00,135613.00
2024,4,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",487.00,138.00,35.39,4.91,14.82,0.33,82.55,5.00,1.00,10537.00,2802.00,905.00,611.00,26.00,6193.00
2024,4,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",541.00,176.00,44.24,4.64,62.71,0.85,63.56,10.00,3.00,10535.00,2091.00,671.00,2824.00,44.00,4905.00
2024,4,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",627.00,149.00,42.03,8.15,39.21,0.00,59.61,12.00,1.00,10280.00,1975.00,911.00,2537.00,0.00,4857.00
2024,4,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",59.00,17.00,3.61,0.92,3.08,0.00,9.39,1.00,0.00,1025.00,136.00,76.00,139.00,0.00,674.00
2024,4,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",582.00,165.00,49.69,6.55,40.15,0.84,67.76,4.00,1.00,11690.00,3621.00,628.00,2394.00,46.00,5001.00
2024,4,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1191.00,238.00,81.16,10.63,67.70,1.54,76.96,7.00,6.00,19965.00,7275.00,1691.00,3296.00,78.00,7625.00
2024,4,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1127.00,253.00,80.34,11.91,61.39,1.34,98.03,8.00,2.00,16718.00,5752.00,851.00,2371.00,45.00,7699.00
2024,4,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2530.00,565.00,170.47,25.47,186.39,3.72,178.95,4.00,3.00,44704.00,15188.00,3356.00,6697.00,195.00,19268.00
2024,4,AA,American Airlines Network,LGA,"New York, NY: LaGuardia",1495.00,367.00,109.03,11.15,76.84,2.47,167.51,23.00,10.00,31354.00,10685.00,1324.00,3978.00,138.00,15229.00
2024,4,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1535.00,353.00,105.53,11.23,77.88,0.39,157.97,21.00,0.00,28155.00,7768.00,1086.00,6612.00,16.00,12673.00
2024,4,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4959.00,931.00,275.56,34.85,256.70,1.67,362.23,34.00,7.00,87432.00,25514.00,4388.00,17115.00,74.00,40341.00
2024,4,AA,American Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",364.00,97.00,34.85,3.04,18.47,0.16,40.48,3.00,1.00,5179.00,2061.00,219.00,588.00,22.00,2289.00
2024,4,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4216.00,883.00,209.80,21.35,289.47,3.75,358.62,12.00,9.00,71580.00,18356.00,3018.00,11945.00,151.00,38110.00
2024,4,AA,American Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",3349.00,638.00,201.76,17.05,153.44,6.22,259.53,20.00,4.00,54929.00,18892.00,1999.00,4812.00,175.00,29051.00
2024,4,AA,American Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4884.00,858.00,281.83,20.67,225.26,2.72,327.52,12.00,8.00,87719.00,39594.00,2290.00,7801.00,82.00,37952.00
2024,4,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",735.00,177.00,57.53,7.40,47.64,0.00,64.42,6.00,2.00,10641.00,4330.00,721.00,1562.00,0.00,4028.00
2024,4,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",385.00,80.00,32.55,4.02,10.88,0.00,32.55,4.00,0.00,4603.00,1795.00,318.00,391.00,0.00,2099.00
2024,4,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",868.00,394.00,70.37,12.28,198.05,3.00,110.30,5.00,3.00,26894.00,5465.00,2055.00,9086.00,231.00,10057.00
2024,4,AA,American Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",303.00,76.00,29.68,2.81,7.88,0.00,35.64,4.00,1.00,5959.00,1762.00,510.00,409.00,0.00,3278.00
2024,4,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",1157.00,283.00,82.37,11.29,59.73,0.50,129.11,24.00,2.00,19878.00,4923.00,874.00,3839.00,15.00,10227.00
2024,3,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",598.00,193.00,68.41,6.70,31.51,2.66,83.72,12.00,0.00,15355.00,4810.00,533.00,1594.00,65.00,8353.00
2024,3,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1152.00,331.00,87.97,9.96,63.49,0.36,169.22,13.00,3.00,27224.00,6174.00,930.00,3143.00,15.00,16962.00
2024,3,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",629.00,237.00,76.15,7.48,32.32,0.05,120.99,9.00,1.00,17869.00,5812.00,692.00,1572.00,7.00,9786.00
2024,3,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1287.00,353.00,89.28,9.58,65.35,1.87,186.91,8.00,1.00,24668.00,5344.00,903.00,2963.00,66.00,15392.00
2024,3,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",309.00,96.00,31.03,1.05,11.34,3.38,49.20,2.00,1.00,6042.00,2062.00,85.00,458.00,159.00,3278.00
2024,3,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",10587.00,2271.00,571.23,49.95,559.31,4.96,1085.54,48.00,13.00,196039.00,70723.00,4124.00,19675.00,224.00,101293.00
2024,3,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2512.00,647.00,173.58,16.90,157.46,1.21,297.84,25.00,2.00,59481.00,19329.00,1515.00,5380.00,55.00,33202.00
2024,3,AA,American Airlines Network,DEN,"Denver, CO: Denver International",715.00,199.00,57.82,8.06,35.66,0.53,96.92,7.00,0.00,16966.00,4834.00,478.00,1722.00,16.00,9916.00
2024,3,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14026.00,3651.00,833.72,199.53,988.46,14.36,1614.92,237.00,81.00,361570.00,101714.00,24485.00,49334.00,672.00,185365.00
2024,3,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",487.00,129.00,43.51,5.27,11.65,0.42,68.14,6.00,1.00,8462.00,2851.00,300.00,525.00,11.00,4775.00
2024,3,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",542.00,197.00,55.39,3.19,54.65,2.68,81.09,11.00,0.00,13062.00,3381.00,422.00,2386.00,68.00,6805.00
2024,3,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",682.00,228.00,44.42,6.40,87.16,0.80,89.21,8.00,4.00,17105.00,3222.00,810.00,5073.00,20.00,7980.00
2024,3,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",60.00,30.00,9.25,0.72,5.52,0.00,14.51,0.00,0.00,1743.00,358.00,80.00,238.00,0.00,1067.00
2024,3,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",512.00,153.00,50.42,6.74,29.56,0.04,66.24,9.00,2.00,12056.00,3747.00,537.00,1600.00,8.00,6164.00
2024,3,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1274.00,334.00,95.37,13.69,123.51,2.09,99.34,9.00,5.00,31305.00,9754.00,1313.00,6551.00,63.00,13624.00
2024,3,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1158.00,365.00,86.72,20.72,99.87,2.23,155.46,10.00,7.00,28044.00,5740.00,2571.00,5568.00,68.00,14097.00
2024,3,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2540.00,575.00,170.51,20.72,185.14,2.35,196.28,6.00,1.00,50820.00,17592.00,1950.00,7667.00,105.00,23506.00
2024,3,AA,American Airlines Network,LGA,"New York, NY: LaGuardia",1555.00,453.00,130.31,12.61,107.46,1.02,201.60,19.00,8.00,33637.00,10039.00,1023.00,4764.00,75.00,17736.00
2024,3,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1627.00,524.00,131.12,15.22,156.07,2.93,218.66,12.00,1.00,41259.00,9882.00,1563.00,10012.00,193.00,19609.00
2024,3,AA,American Airlines Network,MIA,"Miami, FL: Miami International",5235.00,1393.00,346.13,39.05,568.46,4.34,435.03,151.00,33.00,143080.00,47952.00,6856.00,30714.00,189.00,57369.00
2024,3,AA,American Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",337.00,101.00,33.47,5.36,12.94,0.55,48.68,3.00,0.00,6343.00,1664.00,671.00,517.00,11.00,3480.00
2024,3,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3917.00,887.00,243.70,20.58,210.55,2.81,409.36,21.00,8.00,94991.00,36876.00,3264.00,8508.00,97.00,46246.00
2024,3,AA,American Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",2896.00,755.00,245.91,15.15,182.88,5.34,305.73,14.00,6.00,60182.00,19086.00,2164.00,7404.00,179.00,31349.00
2024,3,AA,American Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5086.00,985.00,277.77,20.75,239.13,1.04,446.31,19.00,8.00,102561.00,37952.00,2991.00,9283.00,83.00,52252.00
2024,3,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",768.00,210.00,61.96,7.40,49.91,0.68,90.06,8.00,3.00,14563.00,5552.00,570.00,2415.00,39.00,5987.00
2024,3,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",386.00,100.00,36.71,3.45,14.60,0.57,44.67,5.00,1.00,7234.00,2713.00,347.00,559.00,13.00,3602.00
2024,3,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",805.00,308.00,53.22,9.23,138.29,1.60,105.65,3.00,1.00,19747.00,4470.00,1003.00,6040.00,94.00,8140.00
2024,3,AA,American Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",364.00,113.00,41.47,6.15,11.58,0.33,53.48,3.00,3.00,10245.00,3707.00,424.00,676.00,13.00,5425.00
2024,3,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",1211.00,426.00,104.09,11.69,135.99,2.51,171.72,22.00,4.00,31962.00,7124.00,855.00,7813.00,60.00,16110.00
2024,2,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",551.00,136.00,50.01,2.71,30.97,0.14,52.16,0.00,0.00,9448.00,4274.00,312.00,1002.00,9.00,3851.00
2024,2,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1113.00,196.00,56.38,1.22,38.28,0.87,99.25,2.00,2.00,12687.00,4024.00,93.00,1232.00,20.00,7318.00
2024,2,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",577.00,117.00,37.08,1.90,16.14,1.32,60.56,1.00,0.00,7545.00,2233.00,51.00,553.00,49.00,4659.00
2024,2,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1211.00,268.00,80.16,2.35,70.76,2.05,112.67,2.00,0.00,15306.00,4908.00,213.00,2367.00,57.00,7761.00
2024,2,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",279.00,63.00,21.26,0.39,17.08,1.57,22.70,0.00,0.00,2810.00,906.00,18.00,677.00,79.00,1130.00
2024,2,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9724.00,1480.00,422.27,26.63,394.19,5.61,631.30,13.00,4.00,105046.00,42072.00,2875.00,12813.00,273.00,47013.00
2024,2,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",1980.00,438.00,131.26,5.12,139.59,3.38,158.66,3.00,3.00,29724.00,10485.00,695.00,4342.00,154.00,14048.00
2024,2,AA,American Airlines Network,DEN,"Denver, CO: Denver International",653.00,138.00,45.69,1.45,41.81,1.68,47.38,0.00,0.00,8553.00,2400.00,150.00,1800.00,62.00,4141.00
2024,2,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12582.00,2281.00,632.88,56.48,707.50,7.98,876.16,12.00,7.00,184646.00,77509.00,5790.00,22056.00,343.00,78948.00
2024,2,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",397.00,72.00,28.28,0.34,12.45,0.29,30.64,0.00,1.00,3963.00,1393.00,120.00,334.00,10.00,2106.00
2024,2,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",516.00,128.00,41.77,2.65,41.54,1.34,40.71,6.00,0.00,6880.00,2302.00,152.00,1816.00,100.00,2510.00
2024,2,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",634.00,110.00,32.88,1.73,30.32,1.19,43.88,0.00,2.00,6494.00,1388.00,75.00,1159.00,48.00,3824.00
2024,2,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",58.00,13.00,3.81,0.00,3.53,0.00,5.65,0.00,0.00,454.00,126.00,0.00,96.00,0.00,232.00
2024,2,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",430.00,75.00,29.63,0.24,12.91,1.00,31.22,0.00,0.00,5333.00,2509.00,30.00,633.00,25.00,2136.00
2024,2,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1207.00,222.00,85.76,1.26,57.52,2.94,74.52,4.00,4.00,20237.00,8915.00,1149.00,1828.00,205.00,8140.00
2024,2,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1076.00,231.00,60.55,6.00,93.41,1.07,69.98,0.00,0.00,12966.00,3413.00,702.00,4375.00,52.00,4424.00
